dw_true,dw_pred,dw_pred_round,hit,conf,a_dist,b_dist
1.0,-2.090969751196617,-2.0,False,0.7007461801606027,4.8981729341697235,2.4062152215995707
5.0,-3.8476292458424197,-4.0,False,0.7007461801606027,4.8981729341697235,5.125970074094829
6.0,-5.916660962852134,-6.0,False,0.7007461801606027,4.8981729341697235,4.658657936269429
4.0,-1.7566594946458025,-2.0,False,0.7049808872257419,2.4062152215995707,5.125970074094829
5.0,-3.825691211655517,-4.0,False,0.7049808872257419,2.4062152215995707,4.658657936269429
1.0,-2.0690317170097146,-2.0,False,0.7176692439167598,5.125970074094829,4.658657936269429
3.0,-3.3477032742030914,-3.0,False,0.7176692439167598,5.125970074094829,1.8462726985747369
4.0,-5.003005059966377,-5.0,False,0.7176692439167598,5.125970074094829,6.797040301538091
6.0,-6.10685947881565,-6.0,False,0.7176692439167598,5.125970074094829,6.25813534555101
2.0,-1.2786715571933769,-1.0,False,0.7228541680409308,4.658657936269429,1.8462726985747369
3.0,-2.933973342956662,-3.0,False,0.7228541680409308,4.658657936269429,6.797040301538091
5.0,-4.037827761805936,-4.0,False,0.7228541680409308,4.658657936269429,6.25813534555101
6.0,-5.378829769431086,-5.0,False,0.7228541680409308,4.658657936269429,10.721626385147072
1.0,-1.6553017857632852,-2.0,False,0.7323924121274095,1.8462726985747369,6.797040301538091
3.0,-2.759156204612559,-3.0,False,0.7323924121274095,1.8462726985747369,6.25813534555101
4.0,-4.100158212237709,-4.0,False,0.7323924121274095,1.8462726985747369,10.721626385147072
6.0,-4.215041294833767,-4.0,False,0.7323924121274095,1.8462726985747369,5.760568546640604
2.0,-1.1038544188492736,-1.0,False,0.739093899043209,6.797040301538091,6.25813534555101
3.0,-2.4448564264744235,-2.0,False,0.739093899043209,6.797040301538091,10.721626385147072
5.0,-2.559739509070482,-3.0,False,0.739093899043209,6.797040301538091,5.760568546640604
1.0,-1.3410020076251499,-1.0,False,0.7467792840602732,6.25813534555101,10.721626385147072
3.0,-1.4558850902212086,-1.0,False,0.7467792840602732,6.25813534555101,5.760568546640604
2.0,-0.11488308259605873,-0.0,False,0.7510014099756913,10.721626385147072,5.760568546640604
6.0,-4.085404999243586,-4.0,False,0.7586736424222379,5.760568546640604,10.406778831905875
1.0,-0.4471671024166284,-0.0,False,0.8247084016019391,3.192146355526723,6.56236528530814
2.0,-1.4799015148335855,-1.0,False,0.8247084016019391,3.192146355526723,7.808189927422568
4.0,-4.060796043564245,-4.0,False,0.8247084016019391,3.192146355526723,3.1540474335388007
5.0,-5.601730225022685,-6.0,False,0.8247084016019391,3.192146355526723,7.166612643400513
1.0,-1.032734412416957,-1.0,False,0.8284079514899129,6.56236528530814,7.808189927422568
3.0,-3.613628941147617,-4.0,False,0.8284079514899129,6.56236528530814,3.1540474335388007
4.0,-5.154563122606056,-5.0,False,0.8284079514899129,6.56236528530814,7.166612643400513
6.0,-8.243429303966181,-8.0,False,0.8284079514899129,6.56236528530814,9.336782709272422
2.0,-2.58089452873066,-3.0,False,0.8324295078113692,7.808189927422568,3.1540474335388007
3.0,-4.121828710189099,-4.0,False,0.8324295078113692,7.808189927422568,7.166612643400513
5.0,-7.210694891549224,-7.0,False,0.8324295078113692,7.808189927422568,9.336782709272422
1.0,-1.5409341814584394,-2.0,False,0.8399982329062599,3.1540474335388007,7.166612643400513
